type,time,latitude,longitude,accuracy (m),altitude (m),geoid_height (m),speed (m/s),bearing (deg),sat_used,sat_inview,name,desc
T,2021-10-15 15:02:42,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:02:43,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:02:44,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:02:45,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:46,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:47,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:48,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:49,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:50,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:51,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:52,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:53,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:54,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:55,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:56,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:57,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:58,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:02:59,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:00,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:01,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:02,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:03,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:04,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:05,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:06,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:07,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:08,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:09,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:10,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:11,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:12,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:13,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:14,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:15,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:16,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:17,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:18,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:19,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:20,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:21,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:22,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:03:23,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:03:24,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:03:25,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:03:26,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:27,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:28,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:29,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:30,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:31,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:32,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:33,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:34,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:35,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:36,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:37,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:38,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:39,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:40,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:41,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:42,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:43,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:44,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:45,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:46,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:47,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:48,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:49,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:50,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:51,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:52,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:53,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:54,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:55,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:56,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:57,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:03:58,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:03:59,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:04:00,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:04:01,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:04:02,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:04:03,52.08764994,5.16541773,5,53.900,,0.000,158,15,18,,
T,2021-10-15 15:04:04,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:04:05,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:04:06,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:04:07,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:04:08,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:09,52.08764994,5.16541773,5,53.900,,0.000,158,18,18,,
T,2021-10-15 15:04:10,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:11,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:12,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:04:13,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:14,52.08764994,5.16541773,5,53.900,,0.000,158,16,18,,
T,2021-10-15 15:04:15,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:16,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:17,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:18,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:19,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:20,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:21,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:22,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:23,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:24,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:25,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:26,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:27,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:28,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:29,52.08764994,5.16541773,5,53.900,,0.000,158,17,18,,
T,2021-10-15 15:04:30,52.08760560,5.16541262,5,53.100,,0.000,158,17,18,,
T,2021-10-15 15:04:31,52.08760543,5.16541279,5,53.100,,0.000,158,17,18,,
T,2021-10-15 15:04:32,52.08760526,5.16541287,5,53.100,,0.000,158,17,18,,
T,2021-10-15 15:04:33,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:34,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:35,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:36,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:37,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:38,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:39,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:40,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:41,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:42,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:43,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:44,52.08760510,5.16541304,5,53.000,,0.000,158,17,18,,
T,2021-10-15 15:04:45,52.08760510,5.16541304,5,53.000,,0.000,158,16,17,,
T,2021-10-15 15:04:46,52.08760510,5.16541304,5,53.000,,0.000,158,16,17,,
T,2021-10-15 15:04:47,52.08760510,5.16541304,5,53.000,,0.000,158,15,17,,
T,2021-10-15 15:04:48,52.08760510,5.16541304,5,53.000,,0.000,158,15,17,,
T,2021-10-15 15:04:49,52.08760510,5.16541304,5,53.000,,0.000,158,16,17,,
T,2021-10-15 15:04:50,52.08760510,5.16541304,5,53.000,,0.000,158,16,17,,
T,2021-10-15 15:04:51,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:04:52,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:04:53,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:04:54,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:04:55,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:04:56,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:04:57,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:04:58,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:04:59,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:05:00,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:05:01,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:05:02,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:05:03,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:05:04,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:05:05,52.08760510,5.16541304,5,53.000,,0.000,158,15,17,,
T,2021-10-15 15:05:06,52.08760510,5.16541304,5,53.000,,0.000,158,15,17,,
T,2021-10-15 15:05:07,52.08760510,5.16541304,5,53.000,,0.000,158,15,17,,
T,2021-10-15 15:05:08,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:09,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:10,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:11,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:12,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:13,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:14,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:15,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:16,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:17,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:18,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:19,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:05:20,52.08760510,5.16541304,5,53.000,,0.000,158,13,17,,
T,2021-10-15 15:05:21,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:05:22,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:23,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:24,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:05:25,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:26,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:27,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:28,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:29,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:30,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:05:31,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:32,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:33,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:34,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:35,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:36,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:37,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:38,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:39,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:40,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:41,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:42,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:43,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:44,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:45,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:46,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:47,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:48,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:49,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:50,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:51,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:52,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:53,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:54,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:55,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:56,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:05:57,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:58,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:05:59,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:00,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:01,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:02,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:03,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:04,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:05,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:06,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:07,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:08,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:09,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:10,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:11,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:12,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:13,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:14,52.08760510,5.16541304,5,53.000,,0.000,158,12,18,,
T,2021-10-15 15:06:15,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:06:16,52.08760510,5.16541304,5,53.000,,0.062,158,14,18,,
T,2021-10-15 15:06:17,52.08760510,5.16541304,5,53.000,,0.062,158,14,18,,
T,2021-10-15 15:06:18,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:19,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:20,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:21,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:22,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:23,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:24,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:25,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:26,52.08760510,5.16541304,5,53.000,,0.000,158,12,18,,
T,2021-10-15 15:06:27,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:06:28,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:06:29,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:06:30,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:31,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:32,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:33,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:34,52.08760510,5.16541304,5,53.000,,0.000,158,13,17,,
T,2021-10-15 15:06:35,52.08760510,5.16541304,5,53.000,,0.000,158,13,17,,
T,2021-10-15 15:06:36,52.08760510,5.16541304,5,53.000,,0.000,158,13,17,,
T,2021-10-15 15:06:37,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:06:38,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:06:39,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:06:40,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:41,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:42,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:43,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:44,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:45,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:46,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:06:47,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:48,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:49,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:50,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:51,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:52,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:06:53,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:06:54,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:06:55,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:06:56,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:06:57,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:06:58,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:06:59,52.08760510,5.16541304,5,53.000,,0.000,158,14,17,,
T,2021-10-15 15:07:00,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:01,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:07:02,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:03,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:04,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:07:05,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:07:06,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:07:07,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:08,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:07:09,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:07:10,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:11,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:12,52.08760510,5.16541304,5,53.000,,0.000,158,13,18,,
T,2021-10-15 15:07:13,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:14,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:15,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:16,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:17,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:18,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:19,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:20,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:21,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:22,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:23,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:24,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:25,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:26,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:27,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:28,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:29,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:30,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:31,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:32,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:07:33,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:07:34,52.08760510,5.16541304,5,53.000,,0.000,158,16,18,,
T,2021-10-15 15:07:35,52.08760510,5.16541304,5,53.000,,0.000,158,14,18,,
T,2021-10-15 15:07:36,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:37,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:38,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:39,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:40,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:41,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
T,2021-10-15 15:07:42,52.08760510,5.16541304,5,53.000,,0.062,158,15,18,,
T,2021-10-15 15:07:43,52.08760510,5.16541304,5,53.000,,0.000,158,15,18,,
